,이름,채널ID,동영상ID,제목,조회수,좋아요수,댓글수
0,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,1SmyVCmoRD8,"ASMR RAINBOW FOODS *EDIBLE DICE, CANDY, UNICORN STICK 무지개 케이크, 주사위 먹방 MUKBANG",56008,1602,144
1,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,rmRx0CBU86s,watermelon 수박 먹방 #shorts,42768,1315,10
2,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,DTkT6ToYwgc,"ASMR CONVENIENCE STORE *HAMBURGER, FIRE NOODLES, SAUSAGE 편의점 먹방 MUKBANG",93819,3085,199
3,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,vGwKEwyfJv4,rainbow watermelon 수박 젤리 먹방 #shorts,61462,1828,15
4,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,_QkYkC11IN0,ASMR WATERMELON TANGHULU CANDIED STRAWBERRY 수박 딸기 탕후루 먹방 MUKBANG,100775,2419,163
5,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,FoWsnfq56kc,jelly 젤리 먹방 #shorts,85924,2612,22
6,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,ObeN7fpWXMs,"ASMR RAINBOW CUBE, WAX STICKS, RAINBOW KOHAKUTO 큐브 왁스 코하쿠토 먹방 MUKBANG",113772,2172,162
7,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,qX2JEh2DGGI,Edible spoon 숟가락 먹방 #shorts,237492,5286,25
8,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,pjRhtWsAWAk,"ASMR BIRTHDAY CAKE 🌹 꽃 케이크 ROSE, FLOWER, MOUSSE CAKE 먹방  MUKBANG",117872,3596,320
9,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Wts-ngIB1Qc,rainbow jelly 레인보우 젤리 먹방 #shorts,77138,2261,18
10,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,MT83_Ud1sTw,"ASMR MUKBANG WATERMELON DESSERT, EDIBLE SPOON 수박 숟가락 먹방",121704,2304,162
11,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,JD3FUlAKFJM,pink ice cream #shorts,118977,4025,31
12,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,31nPbRPgD0o,"ASMR BASKETBALL, WATERMELON, EARTH, EYEBALL JELLY MUKBANG 농구공 젤리 먹방",245535,2961,184
13,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,1rP1iacmYTo,who loves rainbow? #shorts,81448,2633,19
14,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,qlw7F-HcXf4,ASMR MUKBANG ICE CREAM PARTY 아이스크림 먹방,119994,2641,212
15,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,q16UnuQcIMo,bubble tea 버블티 먹방 #shorts,122023,3713,33
16,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,HV_42qdVhTY,ASMR KOREAN CONVENIENCE STORE MUKBANG 한국 편의점 먹방,182756,4723,317
17,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,zresO7A8Zeo,edible dice 주사위 먹방 #shorts,119471,2878,25
18,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,aQ7BNtT0WTk,"ASMR BOBA BUBBLE TEA *STRAWBERRY, MANGO, GREEN TEA 보바 버블티 먹방 MUKBANG",183422,3666,239
19,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,txmdWOlXgK4,strawberry 딸기 먹방 #shorts,113466,3565,26
20,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,EA_7Pz5zLkU,ASMR STRAWBERRY DESSERTS *STRAW WAFER ROLL PINK MUKBANG 딸기 먹방,166894,3213,190
21,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,sJy2TnpK8wg,chocolate 초콜릿 먹방 #shorts,97553,3292,21
22,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,mExTolXRosc,"ASMR CHOCOLATE COVERED STRAWBERRY, CAKE POP 초코 딸기 먹방 MUKBANG",171698,3316,200
23,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Ii13i3IVMNI,Edible spoon 숟가락 먹방 #shorts,402966,9056,36
24,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,2KUmM0892T4,"ASMR RAINBOW DESSERTS *EDIBLE SPOON, DICE CANDY 레인보우 먹방 먹는 숟가락MUKBANG",217066,2557,187
25,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,yp7qptTjESg,Tanghulu 탕후루 먹방 #shorts,120594,3316,15
26,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,aAq_VYuGEjE,ASMR DICKMANNS CHOCOLATE MARSHMALLOW MUKBANG 딕만스 먹방,196960,4266,281
27,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,wfKedPAHzx0,Peach chocolate 복숭아 초콜릿 먹방 #shorts,94591,3098,27
28,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,4jLS3CwJXT0,Tanghulu 탕후루 먹방 #shorts,131564,4171,24
29,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,xbAIhgciY7I,Who loves rainbow? #shorts,104233,2909,19
30,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,eZ2Sq5eJUKM,dickmanns 딕만스 먹방 #shorts,89621,2926,21
31,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,CjIYV827Fbk,Tanghulu 탕후루 먹방 #shorts,988374,18693,30
32,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,XWxd_r6cusQ,ice cream 아이스크림 먹방 #shorts,231025,6837,25
33,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,0tomBCAUwnI,Honey jelly 꿀젤리 먹방 #shorts,100932,3166,31
34,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,gjdydqUgs4g,cotton candy 솜사탕 먹방 #shorts,79388,2536,15
35,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,elkLZMN6Pr8,honey jelly 꿀젤리 먹방 #shorts,84829,2916,20
36,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,xqFiFlSxhow,Honey jelly 꿀젤리 먹방 #shorts,78790,2661,19
37,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,AuOk4ZmjcYs,edible spoon 숟가락 먹방 #shorts,68490,2369,17
38,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,G99EmiWzgGw,BLACK BEAN NOODLES 짜장면 먹방 #shorts,68468,2523,25
39,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,7bdjz_D79jY,"ASMR EDIBLE iPhone, EDIBLE CRAYON, RAINBOW OREO, COTTON CANDY 먹는 아이폰, 구미첼 먹방 MUKBANG",249623,3061,212
40,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,l804ENzdscs,seaweed 김 먹방 #shorts,112810,3047,17
41,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,3TErNiVcMqM,chocolate 초콜릿 먹방 #shorts,124897,3435,22
42,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Wpbhi3CAO-Y,watermelon dessert 수박 먹방 #shorts,91274,2620,13
43,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,rWLY_OUb-ac,ASMR PINK BEAR DESSERTS 핑크 베어 디저트 MUKBANG 먹방,212352,3788,252
44,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,H17w70ixijM,watermelon jelly 수박 젤리 #shorts,224254,5202,24
45,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,yfuQaZc-NFU,rainbow mochi #shorts,123038,3519,32
46,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Qf2FhDNDP0I,hot cheetos 치토스 먹방 #shorts,74963,2378,18
47,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,cR6ZjD8JobA,jelly 젤리 먹방 #shorts,47050,1791,8
48,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,_9R3b9afjA4,who loves rainbow? #shorts,102027,3079,18
49,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,dpN0BjzqIkw,edible iPhone 아이폰 먹방 #shorts,66914,1996,18
50,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,JkTJeXmmXg8,black bean noodles 짜장면 먹방 #shorts,75536,2983,39
51,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,rMW07_q5uWU,Cheese hot dog 치즈 핫도그 먹방 #shorts,66749,2283,27
52,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,cVyN1g6C0NE,"ASMR WATERMELON DESSERT, BIRD GLASS 새소리 물병 MUKBANG 수박 먹방",164770,2618,175
53,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,e89x2rhAhqs,hot cheetos 치토스 먹방 #shorts,192176,4942,29
54,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,5snzP2Ti5b0,jelly 젤리 먹방 #shorts,82695,2531,23
55,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,YplAQ-aoPNE,donut jelly 도넛 젤리 먹방 #shorts,79117,2269,12
56,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,9DGfQe9EmXM,edible pop it 팝잇 먹방 #shorts,96169,2686,16
57,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,knU6JGDiTdI,edible spoon 숟가락 먹방 #shorts,270629,6669,23
58,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Yaq5PkySUs0,"ASMR RAINBOW DESSERTS, EDIBLE SPOON 레인보우 먹는 숟가락 먹방 MUKBANG",219590,3037,192
59,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,COT7-yrKR74,bird glass 새소리 물병 먹방 #shorts,84470,2493,18
60,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,j-QA_Xr_T7E,edible spoon 숟가락 먹방 #shorts,356906,8230,21
61,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,gMaGlJxnrm4,"ASMR RAINBOW EGG SURPRISE, EDIBLE SPOON, EDIBLE DICE 에그서프라이즈 먹방 MUKBANG",186164,2921,195
62,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,deerc2zN9f8,watermelon 수박 먹방 #shorts,100038,2873,19
63,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,b7s3yVDF9UA,honey jelly 꿀젤리 먹방 #shorts,435312,10656,54
64,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,MmiC8XV-v2c,ASMR MUKBANG CHOCOLATE MARSHMALLOW ICE CREAM 초콜릿 마쉬멜로우 아이스크림 먹방,213402,3832,249
65,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,hqnGT3w_uuk,honey jelly 꿀젤리 먹방 #shorts,240260,6140,25
66,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,rU0y3xo6m0w,jelly 젤리 먹방 #shorts,802717,12159,21
67,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,2RG8Iop2HME,"ASMR WATERMELON BEAN CAKES, RAINBOW RICE CAKE 레인보우 떡 먹방 MUKBANG",185435,3258,194
68,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,5FU7jqqtK5I,edible spoon 숟가락 먹방 #shorts,603049,12913,36
69,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,YpHoa6IXUyg,watermelon jelly 수박 젤리 먹방 #shorts,414494,7929,17
70,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,fGTs36AJMJI,"ASMR HONEY JELLY, WINDMILL CANDY, RAINBOW CREPE CAKE 꿀젤리, 바람개비 먹방 MUKBANG",219974,3196,205
71,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,WN0Z8SGbqYs,jelly 젤리 먹방 #shorts,83702,2490,16
72,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,390jg7WnIHo,spicy fire noodles 불닭볶음탕면 먹방 #shorts,112376,3610,37
73,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,ixMjtJHxJKw,Who loves rainbow? #shorts,202680,5125,21
74,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,7o6K8u_cdng,"ASMR WATERMELON DESSERT, EDIBLE SPOON, CAKE POP 수박 케이크팝, 숟가락 먹방",240893,3581,192
75,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,84PYFDMqNi8,watermelon 수박 먹방 #shorts,148727,4101,24
76,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,JPioefGZrvw,"ASMR EDIBLE SPOON, TWIX, MALTESERS, KINDER CHOCOLATE MUKBANG 먹는 숟가락 초콜릿 먹방",220380,4034,217
77,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,clPKibZVRBE,ASMR PROFITEROLE DARK CHOCOLATE MUKBANG 프로피테롤 먹방,178836,4250,251
78,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,FOm8TXGpEIU,watermelon 수박 먹방 #shorts,80969,2600,18
79,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,q_4uycyByO4,edible spoon 숟가락 먹방 #shorts,220041,5889,17
80,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,Tfa8gW6W6q0,"ASMR BASKETBALL, EARTH, EYEBALL, WATERMELON JELLY 농구공 젤리 먹방 MUKBANG",333294,3395,229
81,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,07i0AyCvl5g,Rainbow jelly 젤리 먹방 #shorts,355599,7800,35
82,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,MMGp7rtLNCA,Rainbow jelly 젤리 먹방 #shorts,267708,5909,22
83,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,uCS4w0WUO6w,peach chocolate 복숭아 초콜릿 먹방 #shorts,119580,3662,19
84,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,1jtljUaHSaQ,Edible lipstick 립스틱 먹방 #shorts,244064,5093,26
85,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,-f262TQuv9U,"ASMR PETIT UNICORN JELLY, JELLO CUP 쁘띠 유니콘 젤리 먹방 MUKBANG",152581,2311,184
86,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,ekkwlppM-GA,Chocolate marshmallow 마쉬멜로우 먹방 #shorts,111783,3582,27
87,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,49-kuvh7SLg,"ASMR RAINBOW BONBON, EDIBLE CRAYON, JELLY GUMMY 봉봉, 먹는 색연필 먹방 MUKBANG",277392,2863,203
88,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,EVC0gHeR4tA,edible dice 주사위 먹방 #shorts,696314,11180,48
89,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,LcTl-pD8jTU,"ASMR CHOCOLATE MARSHMALLOWS, ICE CREAM MUKBANG 마쉬멜로우 아이스크림 초콜릿 먹방",299257,4656,285
90,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,69WD1iCcxgU,Edible spoon 숟가락 먹방 #shorts,85910,2762,18
91,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,78QRYiLDkvc,watermelon edible spoon 숟가락 먹방 #shorts,201625,5157,12
92,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,cu_eoE5K8cQ,"ASMR LEFTOVER RAINBOW DESSERT, DICE CANDY, EDIBLE SPOON MUKBANG 먹는 숟가락, 주사위 구미첼 먹방",500402,4159,249
93,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,nFLzip50e1k,ASMR PINK ICE CREAM MOCHI MUKBANG핑크 아이스크림 먹방,178918,3827,269
94,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,iIx4x58VWPc,"ASMR MUKBANG WATERMELON DESSERT, EDIBLE POP IT 수박 팝잇, 숟가락 먹방",357358,3795,257
95,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,_Rnd3_y6S7s,Chocolate marshmallow 마쉬멜로우 먹방 #shorts,100950,2992,22
96,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,CVqoulX5Blk,strawberry 딸기 먹방 #shorts,103402,3288,15
97,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,uwKEueJhvBw,Rainbow jelly 젤리 먹방 #shorts,659537,13479,30
98,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,KpSusEmHK3M,Edible spoon 숟가락 먹방 #shorts,124648,3522,9
99,Jane ASMR 제인,UC2fsxQr6Hcx1enORxXgKpxQ,GvNCHGIrLmk,ASMR CHOCOLATE MARSHMALLOW MUKBANG 초콜릿 마쉬멜로우 먹방,197715,4400,335
100,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,wVouO-jJWIE,"ASMR RAW SEAFOOD 육회, 연어, 뿔소라, 해삼, 멍게 손질 SALMON SEA PINEAPPLE SEA CUCUMBER EATING SOUNDS MUKBANG 회먹방",186575,5271,160
101,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,Y4g9kEjKxqs,"ASMR RAINBOW DESSERTS 무지개 벌꿀집 EDIBLE SPOON, HONEYCOMB, TANGHULU, KOHAKUTO 레인보우 디저트 EATING MUKBANG 먹방",394019,4608,163
102,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,fVUhANdsccA,ASMR EXOTIC FRUITS *KOREAN CHERRY WATERMELON MANGOSTEEN KIWI 다양과일 먹방 망고스틴 수박 앵두 살구 망고 EATING MUKBANG,287203,4597,184
103,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,p8iN5m-FYzY,"ASMR RAINBOW STRAWBERRY KOHAKUTO, WATERMELON ICE CREAM JELLY, GUMMY MARSHMALLOW 무지개 디저트 먹방 MUKBANG",578493,5174,190
104,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,MK7e_-uGMDc,ASMR RAINBOW DESSERTS FROZEN NIK-L-NIP COLOR ICE CREAM 무지개 디저트 얼린 닉클립 아이스크림 먹방 EATING SOUNDS MUKBANG,782820,6623,222
105,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,Q84cb_cRXYg,"SPICY SEAFOOD BOIL MUKBANG 매운 해물한판 먹방 OCTOPUS, ENOKI MUSHROOM, SALMON, NOODLES COOKING&amp;EATING SOUNDS",968489,15970,281
106,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,k2HYNXlFZSo,"ASMR RAINBOW DESSERTS 무지개 디저트 MAGIC GUM, JELLY BEAN, POP IT KOHAKUTO, GUMMY EATING SOUNDS MUKBANG 먹방",883599,7111,222
107,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,bZ07GAfb1rI,"ASMR DIY LEGO WAX BOTTLE 직접 만든 레고 닉클립, 먹는 립스틱 PINK LIPSTICK GALAXY CANDY GUMMY EATING SOUNDS MUKBANG",261423,3709,174
108,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,XMVE4ePdQM8,ASMR RAINBOW DESSERTS 주사위 캔디 먹는 숟가락 레고 코하쿠토 먹방 DICE CANDY EDIBLE SPOON KOHAKUTO GUMMY EATING MUKBANG,919406,6930,244
109,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,lONEX8xeY6M,"ASMR DEACHANG 통대창 먹방 GRILLED BEEF LARGE INTESTINES, SPICY FIRE SAUCE COOKING&amp;EATING SOUNDS MUKBANG",828593,14231,292
110,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,DgB7OZUzzxg,ASMR RAINBOW DESSERTS KOHAKUTO JELLY EDIBLE TOWEL BOBA DRINKS 무지개 디저트 보석 코하쿠토 신기한물 먹방 EATING MUKBANG,399934,4589,172
111,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,eM0w4-yoaYM,ASMR RAINBOW DESSERTS 무지개 디저트 RAINBOW DRINKS EYEBALL GUMMY PEEPS MARSHMALLOW JELLY EATING MUKBANG 먹방,2538209,10918,363
112,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,DXOgClJxb90,"ASMR GREEN TEA PINK 핑크연두 STRAWBERRY CAKE, ROCK CANDY, MACARONS 녹차 마카롱, 락캔디 EATING SOUNDS MUKBANG 먹방",362934,4717,161
113,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,TiSVC-rwYow,"ASMR RAW SEAFOOD MUKBANG 꼴뚜기회, 산낙지회, 멍게, 석화 생굴 해산물 먹방 OYSTER, SEA PINEAPPLE OCTOPUS EATING SOUNDS",725606,13126,259
114,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,vqBzdbRA12k,"ASMR RAINBOW DESSERTS KOHAKUTO TWISTED STICK 무지개 오리 코하쿠토, 레인보우 꽈배기 레고블럭 보석젤리 EATING SOUNDS MUKBANG먹방",1480674,9898,324
115,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,gz62BcCJ_4g,ASMR MOST POPULAR TANGHULU 탕후루 먹방 MANGO STRAWBERRY HONEYCOMB CANDIED FRUITS 딸기 망고 벌꿀집 EATING MUKBANG,406460,5674,178
116,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,1BHF9b0S3zY,"ASMR RAINBOW DESSERTS 무지개 디저트 팝핑보바 코하쿠토 주사위캔디 신기한물 먹방 POPPING BOBA, KOHAKUTO, DICE CANDY MUKBANG 먹방",1790638,9905,313
117,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,ReHahrWENuU,"ASMR FIRE SALMON, SPICY ENOKI MUSHROOMS, OCTOPUS 불닭 연어회, 매운 버섯, 쭈꾸미 먹방 COOKING&amp;EATING SOUNDS MUKBANG",654722,11893,319
118,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,lzDT7NvnacE,"RAINBOW DESSERTS 직접 만든 무지개 디저트 DIY PUZZLE NIK-L-NIPS HONEY JELLY, KOHAKUTO EATING DRINKING SOUNDS 먹방",626872,6345,271
119,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,ezpvnBx9tZA,"ASMR RAINBOW DESSERTS EDIBLE CRAYONS 무지개 디저트 크레파스 LEGO NIK-L-NIP 레고 닉클립, 먹는 학용품, 떡 EATING MUKBANG 먹방",1552740,9938,307
120,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,pR2laCEp6J4,"ASMR CHEESE BALLS, SPICY ENOKI MUSHROOM, CHEETOS CHICKEN MOZZARELLA STICK COOKING&amp;EATING MUKBANG 먹방",500932,9712,238
121,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,_vQUpMUT_3Y,"ASMR WATERMELON DESSERTS 직접 만든 수박디저트 먹방 RAINBOW KOHAKUTO, PUDDING JELLY, EDIBLE CUPS EATING MUKBANG",946294,6650,259
122,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,IgvYIfVa_fQ,"ASMR RAINBOW DESSERTS 무지개 큐브, 장화음료, 코하쿠토, 먹는 색연필 먹방 CUBE CHEESE, KOHAKUTO DRINKING SOUNDS MUKBANG",3337550,16486,476
123,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,FUT1U1_mAi4,"ASMR DEACHANG &amp; BULDAK WRAP 바삭 구운 통대창, 불닭볶음면쌈 먹방 GRILLED BEEF LARGE INTESTINES EATING KOREAN MUKBANG",1047340,15763,292
124,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,SrMGoRDoj3Y,"RAINBOW KOHAKUTO, NIK-L-NIPS HONEY JELLY 무지개 꿀젤리 닉클립 COLOR BALLS CHEESE CAKE EATING SOUNDS MUKBANG먹방",1107973,8390,249
125,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,uTfQkpHqGZg,"ASMR RAINBOW JELLO SHOOTER, BLUE HONEYCOMB 무지개 젤로슈터, 파란꿀, 레인보우 팝핑보바 GUMMY EATING SOUNDS MUKBANG 먹방",876875,6818,215
126,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,MYBZpDRFK-c,"ASMR SEAFOOD BOIL LOBSTER TAIL 미국식 해물찜 먹방 *랍스터, 새우, 꽃게, 홍합, 전복  CRAB, SHRIMP, ABALONE EATING MUKBANG",663290,11692,221
127,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,n6Jvyg47xqs,"ASMR RAINBOW KOHAKUTO, DIY NIK-L-NIP, STRAWBERRY TANGHULU 무지개 코하쿠토 치즈젤리 닉클립 탕후루 먹방 EATING MUKBANG",1260349,8506,223
128,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,u3psN_JKs9E,"ASMR RAINBOW POP IT KOHAKUTO PUSH POP EXOTIC FRUITS LEMON 무지개 코하쿠토, 다양 과일 EATING SOUNDS MUKBANG 먹방",515148,4965,167
129,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,Zf5CVntBnhw,ASMR SPICY FIRE SALMON CHEESY NOODLES KIELBASA SAUSAGE 불닭연어 로제불닭 킬바사 소시 EATING SOUNDS MUKBANG 먹방,425729,8336,206
130,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,LR3IgNuevoo,ASMR RAINBOW HOME MADE FROZEN NIK-L-NIP 직접만든 닉클립 먹방 WAX CADNY CREPE CAKE JELLY EATING SOUNDS MUKBANG,2017202,19458,497
131,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,nJQKCrs8ymU,"ASMR RAINBOW KOHAKUTO, PURPLE DESSERTS HONEYCOMB, GALAXY SLIME JELLY GUMMY EATING MUKBANG 보라색 디저트 먹방",709418,7106,204
132,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,ItT-HDIp_TE,"ASMR RAW SEAFOOD 고등어, 돌멍게, 해삼, 참치, 개불 멍게 손질 TUNA SEA PINEAPPLE SEA CUCUMBER EATING SOUNDS MUKBANG회먹방",2094431,25002,539
133,Hongyu ASMR 홍유,UCxtLc0Jqq3SKBWlIXM_OC9g,Eja4kY-OMos,"ASMR RAINBOW DESSERT 무지개 수박 탕후루 WATERMELON TANGHULU, COLOR DRAGON FRUITS, POPPING BOBA MUKBANG 먹방",3413503,14848,481
